SortOrder,State/Prov,Town,Site,year,State_Town_Yr,State_Town_Trap,Trap_Number,N_traps,Date_1May,Start_Day,Month,Region,Phenology,Latitude,Long,altitude,Days_of_ sampling,all_3_Pheno_periods,Log10_Tot_Biomass_Day,Log10_Nematocera_Day,Log10_Other Diptera_Day,Log10_Coleoptera_Day,Log10_Lepidoptera_Day,Log10_Hymenoptera_Day,Log10_Hemiptera_Day,Log10_Other_Unidentified_Day,Log10_Homoptera_Day,Mean_Temp,Max_Temp,MIN_Temp,Mean_WIND,Tot_Precip,Mean_Precip,Source_for_Weather,stn_id,stn_name,stn_latitude,stn_longitude,Total_Diptera,Nematocera (g),Other Diptera (g),Coleoptera (g),Lepidoptera (g),Araneae (g),Hymenoptera (g),Hemiptera (g),Homoptera,Orthoptera (g),total of Others (not Identified) (g),Neuroptera (g),Trichoptera,Odonata (g),Blattodea (Termites) (g),Thysanoptera,Psocoptera,Dermaptera (g),Plecoptera (g),Mecoptera (g),Isoptera (g),Ephemeroptera (g),Collembola (g),raphidioptera,Acari (mites),Megalaptura: Sialidae,Others -Not insects (FP),UnIdentified larvae,Notes,Lead_Contributors,Affliation
965,WI,Saukville,WI_Dunn_UWM,2019,WI_Saukville_2019,WI_Saukville_1,1,1,43,12,June,2_Central,,43.386,-88.023,266,3,,0.057,-0.817,-0.562,-1.37,-0.323,-1.039,-2.097,-2.875,,15.1,20.2,9.6,1.7,19.83,6.61,Contributor Dunn UWM,USW00004841,SHEBOYGAN CO MEM AP,43.7694,-87.8506,1.274,0.454,0.82,0.125,1.423,0.003,0.271,0.021,,,0.001,,,,,,,,,,,,,,,,,,,Peter Dunn,"Dept. of Biol. Sci., Univ. of Wisconsin-Milwaukee"
966,WI,Saukville,WI_Dunn_UWM,2019,WI_Saukville_2019,WI_Saukville_1,1,1,46,15,June,2_Central,,43.386,-88.023,266,3,,-0.132,-1.509,-0.359,-2.523,-1.217,-1.139,,,,14.5,19.7,10.7,1.3,6.59,2.2,Contributor Dunn UWM,USW00004841,SHEBOYGAN CO MEM AP,43.7694,-87.8506,1.4,0.09,1.31,0.006,0.179,0.113,0.215,,,,,,,,,,,,,,,,,,,,,,,Peter Dunn,"Dept. of Biol. Sci., Univ. of Wisconsin-Milwaukee"
967,WI,Saukville,WI_Dunn_UWM,2019,WI_Saukville_2019,WI_Saukville_1,1,1,49,18,June,2_Central,4. Nestl. Day 12,43.386,-88.023,266,3,all 3 periods,0.402,-0.961,0.137,-0.973,-0.263,-0.976,-1.357,-0.883,,16.3,21.4,10.7,1.2,7.93,2.64,Contributor Dunn UWM,USW00004841,SHEBOYGAN CO MEM AP,43.7694,-87.8506,4.435,0.325,4.11,0.316,1.636,0.052,0.314,0.129,,,0.39,,,,,,,,,,,,,,,,,,,Peter Dunn,"Dept. of Biol. Sci., Univ. of Wisconsin-Milwaukee"
968,WI,Saukville,WI_Dunn_UWM,2019,WI_Saukville_2019,WI_Saukville_1,1,1,52,21,June,2_Central,,43.386,-88.023,266,3,,0.223,-1.198,-0.253,-0.631,-0.243,-0.905,,-1.685,,16.8,21.5,11.3,1.5,0.43,0.14,Contributor Dunn UWM,USW00004841,SHEBOYGAN CO MEM AP,43.7694,-87.8506,1.859,0.187,1.672,0.699,1.712,0.011,0.37,,,,0.059,,,,,,,,,,,,,,,,,,,Peter Dunn,"Dept. of Biol. Sci., Univ. of Wisconsin-Milwaukee"
969,WI,Saukville,WI_Dunn_UWM,2019,WI_Saukville_2019,WI_Saukville_1,1,1,55,24,June,2_Central,,43.386,-88.023,266,3,,0.268,-0.586,-0.072,-0.936,-0.822,-0.583,,-0.944,,20.5,25.8,14.9,0.9,16.2,5.4,Contributor Dunn UWM,USW00004841,SHEBOYGAN CO MEM AP,43.7694,-87.8506,3.313,0.776,2.537,0.345,0.449,0.035,0.78,,,,0.338,,,,,,,,,,,,,,,,,,,Peter Dunn,"Dept. of Biol. Sci., Univ. of Wisconsin-Milwaukee"
970,WI,Saukville,WI_Dunn_UWM,2020,WI_Saukville_2020,WI_Saukville_1,1,2,-12,19,Apr,2_Central,,43.386,-88.023,266,3,,-0.788,-2.875,-1.608,-2.875,,,,-1.614,,5.6,11.7,-0.5,2.4,2.23,0.74,Contributor Dunn UWM,USW00004841,SHEBOYGAN CO MEM AP,43.7694,-87.8506,0.072,0.001,0.071,0.001,,,,,,0.046,0.07,,,,,,,,,,,,,,,,,,,Peter Dunn,"Dept. of Biol. Sci., Univ. of Wisconsin-Milwaukee"
971,WI,Saukville,WI_Dunn_UWM,2020,WI_Saukville_2020,WI_Saukville_1,1,2,-9,22,Apr,2_Central,,43.386,-88.023,266,3,,-0.872,-2.632,-1.473,-2.875,,,,,,3.7,6.8,0.7,1.6,2.27,0.76,Contributor Dunn UWM,USW00004841,SHEBOYGAN CO MEM AP,43.7694,-87.8506,0.102,0.004,0.098,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Dunn,"Dept. of Biol. Sci., Univ. of Wisconsin-Milwaukee"
972,WI,Saukville,WI_Dunn_UWM,2020,WI_Saukville_2020,WI_Saukville_1,1,2,-6,25,Apr,2_Central,,43.386,-88.023,266,3,,-0.798,-1.658,-1.645,-1.933,,,,,,7.8,14.5,1.5,1.2,4.92,1.64,Contributor Dunn UWM,USW00004841,SHEBOYGAN CO MEM AP,43.7694,-87.8506,0.128,0.063,0.065,0.032,,0.018,,,,,,,,,,,,,,,,,,,,,,,,Peter Dunn,"Dept. of Biol. Sci., Univ. of Wisconsin-Milwaukee"
973,WI,Saukville,WI_Dunn_UWM,2020,WI_Saukville_2020,WI_Saukville_1,1,2,-3,28,May,2_Central,,43.386,-88.023,266,3,,-0.853,-2.135,-1.456,,,,,,,7.5,12.8,3.2,2.1,45.01,15,Contributor Dunn UWM,USW00004841,SHEBOYGAN CO MEM AP,43.7694,-87.8506,0.121,0.019,0.102,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Dunn,"Dept. of Biol. Sci., Univ. of Wisconsin-Milwaukee"
974,WI,Saukville,WI_Dunn_UWM,2020,WI_Saukville_2020,WI_Saukville_1,1,2,1,1,May,2_Central,,43.386,-88.023,266,3,,-0.759,-2.778,-2.097,-2.176,,-1.244,,,,13.5,20.2,4.6,2.1,0,0,Contributor Dunn UWM,USW00004841,SHEBOYGAN CO MEM AP,43.7694,-87.8506,0.023,0.002,0.021,0.017,,0.015,0.168,,,,,,,,,,,,,,,,,,,,,,,Peter Dunn,"Dept. of Biol. Sci., Univ. of Wisconsin-Milwaukee"
975,WI,Saukville,WI_Dunn_UWM,2020,WI_Saukville_2020,WI_Saukville_1,1,2,7,7,May,2_Central,,43.386,-88.023,266,3,,-0.628,-2.155,-1.056,-2.699,,-1.373,,,,5.6,11.2,-1.4,1.9,0,0,Contributor Dunn UWM,USW00004841,SHEBOYGAN CO MEM AP,43.7694,-87.8506,0.279,0.018,0.261,0.003,,,0.124,,,,,,,,,,,,,,,,,,,,,,,Peter Dunn,"Dept. of Biol. Sci., Univ. of Wisconsin-Milwaukee"
976,WI,Saukville,WI_Dunn_UWM,2020,WI_Saukville_2020,WI_Saukville_1,1,2,10,10,May,2_Central,,43.386,-88.023,266,3,,-0.796,-1.959,-1.292,,,,,,,4.8,9.9,0.9,1.6,0.7,0.23,Contributor Dunn UWM,USW00004841,SHEBOYGAN CO MEM AP,43.7694,-87.8506,0.18,0.03,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Dunn,"Dept. of Biol. Sci., Univ. of Wisconsin-Milwaukee"
977,WI,Saukville,WI_Dunn_UWM,2020,WI_Saukville_2020,WI_Saukville_1,1,2,13,13,May,2_Central,,43.386,-88.023,266,3,,-0.04,-1.316,-1.097,-1.796,-0.74,-0.308,,,,12.3,18.5,4.7,1.6,9.14,3.05,Contributor Dunn UWM,USW00004841,SHEBOYGAN CO MEM AP,43.7694,-87.8506,0.379,0.142,0.237,0.045,0.543,,1.472,,,,,,,,,,,,,,,,,,,,,,,Peter Dunn,"Dept. of Biol. Sci., Univ. of Wisconsin-Milwaukee"
978,WI,Saukville,WI_Dunn_UWM,2020,WI_Saukville_2020,WI_Saukville_1,1,2,16,16,May,2_Central,2. Ave lay date,43.386,-88.023,266,3,all 3 periods,-0.785,-2.222,-1.377,-1.897,,-2.176,,,,10.1,12.6,7.9,2.2,109.32,36.44,Contributor Dunn UWM,USW00004841,SHEBOYGAN CO MEM AP,43.7694,-87.8506,0.138,0.015,0.123,0.035,,0.002,0.017,,,,,,,,,,,,,,,,,,,,,,,Peter Dunn,"Dept. of Biol. Sci., Univ. of Wisconsin-Milwaukee"
979,WI,Saukville,WI_Dunn_UWM,2020,WI_Saukville_2020,WI_Saukville_1,1,2,19,19,May,2_Central,,43.386,-88.023,266,2,,-0.07,-2.155,-0.912,-1.62,-0.222,-2.602,,-2.824,,12.6,17.1,9.1,1.7,5.34,2.67,Contributor Dunn UWM,USW00004841,SHEBOYGAN CO MEM AP,43.7694,-87.8506,0.255,0.012,0.243,0.046,1.197,0.002,0.003,,,,0.001,,,,,,,,,,,,,,,,,,,Peter Dunn,"Dept. of Biol. Sci., Univ. of Wisconsin-Milwaukee"
980,WI,Saukville,WI_Dunn_UWM,2020,WI_Saukville_2020,WI_Saukville_1,1,2,21,21,May,2_Central,,43.386,-88.023,266,3,,-0.414,-1.753,-0.832,-1.533,-1.761,-1.239,-1.692,-2.632,,15.1,20.2,10.2,1.2,5.67,1.89,Contributor Dunn UWM,USW00004841,SHEBOYGAN CO MEM AP,43.7694,-87.8506,0.489,0.05,0.439,0.085,0.049,0.001,0.17,0.058,,,0.004,,,,,,,,,,,,,,,,,,,Peter Dunn,"Dept. of Biol. Sci., Univ. of Wisconsin-Milwaukee"
981,WI,Saukville,WI_Dunn_UWM,2020,WI_Saukville_2020,WI_Saukville_1,1,2,24,24,May,2_Central,,43.386,-88.023,266,3,,0.041,-0.848,-0.795,-0.378,-1.844,-0.599,-2.875,-1.986,,21.6,28.1,14.1,1.5,0,0,Contributor Dunn UWM,USW00004841,SHEBOYGAN CO MEM AP,43.7694,-87.8506,0.901,0.423,0.478,1.253,0.04,0.022,0.752,0.001,,,0.028,,,,,,,,,,,,,,,,,,,Peter Dunn,"Dept. of Biol. Sci., Univ. of Wisconsin-Milwaukee"
982,WI,Saukville,WI_Dunn_UWM,2020,WI_Saukville_2020,WI_Saukville_1,1,2,27,27,May,2_Central,1. last frost date,43.386,-88.023,266,3,,-0.179,-1.456,-0.802,-0.853,-0.748,-1.499,,-1.614,,19.8,23.6,16.1,1.3,0,0,Contributor Dunn UWM,USW00004841,SHEBOYGAN CO MEM AP,43.7694,-87.8506,0.572,0.102,0.47,0.418,0.533,,0.092,,,,0.07,,,,,,,,,,,,,,,,,,,Peter Dunn,"Dept. of Biol. Sci., Univ. of Wisconsin-Milwaukee"
983,WI,Saukville,WI_Dunn_UWM,2020,WI_Saukville_2020,WI_Saukville_1,1,2,30,30,June,2_Central,,43.386,-88.023,266,3,,-0.204,-1.626,-0.64,-1.159,-0.795,-1.428,,-2.632,,13.8,19.7,5.8,1.5,0,0,Contributor Dunn UWM,USW00004841,SHEBOYGAN CO MEM AP,43.7694,-87.8506,0.752,0.068,0.684,0.205,0.478,0.027,0.109,,,,0.004,,,,,,,,,,,,,,,,,,,Peter Dunn,"Dept. of Biol. Sci., Univ. of Wisconsin-Milwaukee"
984,WI,Saukville,WI_Dunn_UWM,2020,WI_Saukville_2020,WI_Saukville_1,1,2,33,2,June,2_Central,3. Ave hatch date,43.386,-88.023,266,3,all 3 periods,0.202,-1.001,-0.346,-0.531,-0.579,-0.433,-2.875,-2.222,,23.3,29.9,17.1,1.5,8.58,2.86,Contributor Dunn UWM,USW00004841,SHEBOYGAN CO MEM AP,43.7694,-87.8506,1.644,0.296,1.348,0.881,0.787,0.043,1.104,0.001,,,0.015,,,,,,,,,,,,,,,,,,,Peter Dunn,"Dept. of Biol. Sci., Univ. of Wisconsin-Milwaukee"
985,WI,Saukville,WI_Dunn_UWM,2020,WI_Saukville_2020,WI_Saukville_1,1,2,36,5,June,2_Central,,43.386,-88.023,266,3,,0.2,-1.056,-0.256,-0.79,-0.415,-0.557,,-1.579,,17.5,23.4,12.4,1.1,3.3,1.1,Contributor Dunn UWM,USW00004841,SHEBOYGAN CO MEM AP,43.7694,-87.8506,1.921,0.261,1.66,0.484,1.15,,0.829,,,,0.076,,,,,,,,,,,,,,,,,,,Peter Dunn,"Dept. of Biol. Sci., Univ. of Wisconsin-Milwaukee"
986,WI,Saukville,WI_Dunn_UWM,2020,WI_Saukville_2020,WI_Saukville_1,1,2,39,8,June,2_Central,,43.386,-88.023,266,3,,-0.028,-1.047,-0.403,-1.257,-0.67,-1.051,,,,20.5,26,13.1,2,38,12.67,Contributor Dunn UWM,USW00004841,SHEBOYGAN CO MEM AP,43.7694,-87.8506,1.449,0.266,1.183,0.163,0.638,,0.264,,,,,,,,,,,,,,,,,,,,,,,Peter Dunn,"Dept. of Biol. Sci., Univ. of Wisconsin-Milwaukee"
987,WI,Saukville,WI_Dunn_UWM,2020,WI_Saukville_2020,WI_Saukville_1,1,2,42,11,June,2_Central,,43.386,-88.023,266,3,,0.198,-1.281,-0.612,-1.42,-0.163,-1.413,-2.875,-0.674,-1.367,13.7,18.7,9.3,1.4,1.11,0.37,Contributor Dunn UWM,USW00004841,SHEBOYGAN CO MEM AP,43.7694,-87.8506,0.884,0.154,0.73,0.111,2.06,0.003,0.113,0.001,0.126,0.507,0.633,,,,,,,,,,,,,,,,,,,Peter Dunn,"Dept. of Biol. Sci., Univ. of Wisconsin-Milwaukee"
988,WI,Saukville,WI_Dunn_UWM,2020,WI_Saukville_2020,WI_Saukville_1,1,2,45,14,June,2_Central,4. Nestl. Day 12,43.386,-88.023,266,3,all 3 periods,-0.039,-1.284,-0.5,-1.234,-0.549,-0.989,,-2.301,,14.2,21.4,5.3,1.3,0,0,Contributor Dunn UWM,USW00004841,SHEBOYGAN CO MEM AP,43.7694,-87.8506,1.099,0.153,0.946,0.172,0.845,0.008,0.305,,,,0.012,,,,,,,,,,,,,,,,,,,Peter Dunn,"Dept. of Biol. Sci., Univ. of Wisconsin-Milwaukee"
989,WI,Saukville,WI_Dunn_UWM,2020,WI_Saukville_2020,WI_Saukville_1,1,2,48,17,June,2_Central,,43.386,-88.023,266,3,,0.151,-1.022,-0.337,-0.554,-0.617,-0.643,,-1.714,,21.3,28.9,12.2,1.2,0,0,Contributor Dunn UWM,USW00004841,SHEBOYGAN CO MEM AP,43.7694,-87.8506,1.659,0.282,1.377,0.835,0.722,,0.68,,,,0.055,,,,,,,,,,,,,,,,,,,Peter Dunn,"Dept. of Biol. Sci., Univ. of Wisconsin-Milwaukee"
990,WI,Saukville,WI_Dunn_UWM,2020,WI_Saukville_2020,WI_Saukville_1,1,2,51,20,June,2_Central,,43.386,-88.023,266,3,,0.057,-1.585,-0.316,-1.139,-0.894,-0.588,-2.097,-1.139,,20.5,25.8,15.6,0.7,36.89,12.3,Contributor Dunn UWM,USW00004841,SHEBOYGAN CO MEM AP,43.7694,-87.8506,1.521,0.075,1.446,0.215,0.38,,0.772,0.021,,,0.215,,,,,,,,,,,,,,,,,,,Peter Dunn,"Dept. of Biol. Sci., Univ. of Wisconsin-Milwaukee"
991,WI,Saukville,WI_Dunn_UWM,2020,WI_Saukville_2020,WI_Saukville_1,1,2,54,23,June,2_Central,,43.386,-88.023,266,3,,0.066,-1.49,-0.242,-1.405,-0.863,-0.661,,-1.357,,17.7,24.3,12.8,1.3,19.28,6.43,Contributor Dunn UWM,USW00004841,SHEBOYGAN CO MEM AP,43.7694,-87.8506,1.81,0.094,1.716,0.115,0.408,0.02,0.652,,,0.058,0.129,,,,,,,,,,,,,,,,,,,Peter Dunn,"Dept. of Biol. Sci., Univ. of Wisconsin-Milwaukee"
992,WI,Saukville,WI_Dunn_UWM,2020,WI_Saukville_2020,WI_Saukville_1,1,2,57,26,June,2_Central,,43.386,-88.023,266,3,,0.026,-1.558,-0.488,-1.585,-0.939,-0.618,,-0.98,,21.5,26.8,15.9,1,8.38,2.79,Contributor Dunn UWM,USW00004841,SHEBOYGAN CO MEM AP,43.7694,-87.8506,1.053,0.08,0.973,0.075,0.342,,0.72,,,0.384,0.311,,,,,,,,,,,,,,,,,,,Peter Dunn,"Dept. of Biol. Sci., Univ. of Wisconsin-Milwaukee"
993,WI,Saukville,WI_Dunn_UWM,2020,WI_Saukville_2020,WI_Saukville_1,1,2,60,29,July,2_Central,,43.386,-88.023,266,3,,0.024,-0.993,-0.503,-1.36,-0.458,-1.051,-1.921,-1.651,,22.4,28.3,16.4,1,2.29,0.76,Contributor Dunn UWM,USW00004841,SHEBOYGAN CO MEM AP,43.7694,-87.8506,1.242,0.302,0.94,0.128,1.042,0.089,0.264,0.033,,0.012,0.064,,,,,,,,,,,,,,,,,,,Peter Dunn,"Dept. of Biol. Sci., Univ. of Wisconsin-Milwaukee"
994,WI,Saukville,WI_Dunn_UWM,2020,WI_Saukville_2020,WI_Saukville_1,1,2,63,2,July,2_Central,,43.386,-88.023,266,3,,0.153,-0.832,-0.52,-0.91,-0.313,-0.636,-1.814,-1.62,,23.9,30.1,16.8,0.6,0,0,Contributor Dunn UWM,USW00004841,SHEBOYGAN CO MEM AP,43.7694,-87.8506,1.343,0.439,0.904,0.366,1.456,,0.69,0.043,,,0.069,,,,,,,,,,,,,,,,,,,Peter Dunn,"Dept. of Biol. Sci., Univ. of Wisconsin-Milwaukee"
995,WI,Saukville,WI_Dunn_UWM,2020,WI_Saukville_2020,WI_Saukville_1,1,2,66,5,July,2_Central,,43.386,-88.023,266,3,,0.187,-1.183,-0.352,-0.937,-0.476,-0.341,-1.986,-1.897,,24.9,31.5,19.2,0.9,31.87,10.62,Contributor Dunn UWM,USW00004841,SHEBOYGAN CO MEM AP,43.7694,-87.8506,1.526,0.194,1.332,0.344,0.999,0.002,1.365,0.028,,,0.035,,,0.011,,,,,,,,,,,,,,,,Peter Dunn,"Dept. of Biol. Sci., Univ. of Wisconsin-Milwaukee"
996,WI,Saukville,WI_Dunn_UWM,2020,WI_Saukville_2020,WI_Saukville_1,1,2,69,8,July,2_Central,,43.386,-88.023,266,3,,0.196,-1.405,-0.269,-1.284,-0.205,-0.778,-1.886,-1.486,,23.6,29.4,18.7,1.1,49.93,16.64,Contributor Dunn UWM,USW00004841,SHEBOYGAN CO MEM AP,43.7694,-87.8506,1.728,0.115,1.613,0.153,1.867,0.037,0.497,0.036,,,0.095,,,,,,,,,,,,,,,,,,,Peter Dunn,"Dept. of Biol. Sci., Univ. of Wisconsin-Milwaukee"
997,WI,Saukville,WI_Dunn_UWM,2020,WI_Saukville_2020,WI_Saukville_1,1,2,72,11,July,2_Central,,43.386,-88.023,266,3,,0.049,-1.651,-0.733,-1.249,-0.224,-0.821,-2.331,-2.03,,21.2,25.9,15.8,1,0,0,Contributor Dunn UWM,USW00004841,SHEBOYGAN CO MEM AP,43.7694,-87.8506,0.616,0.064,0.552,0.166,1.79,,0.45,0.011,,,0.025,,,,,,,,,,,,,,,,,,,Peter Dunn,"Dept. of Biol. Sci., Univ. of Wisconsin-Milwaukee"
998,WI,Saukville,WI_Dunn_UWM,2020,WI_Saukville_2020,WI_Saukville_1,1,2,75,14,July,2_Central,,43.386,-88.023,266,3,,0.233,-1.518,-0.693,-1.019,-0.014,-0.831,-2.301,-1.117,,21.5,26.7,17,1.1,27.77,9.26,Contributor Dunn UWM,USW00004841,SHEBOYGAN CO MEM AP,43.7694,-87.8506,0.694,0.088,0.606,0.284,2.904,0.071,0.44,0.012,,0.196,0.226,,,,,,,,,,,,,,,,,,,Peter Dunn,"Dept. of Biol. Sci., Univ. of Wisconsin-Milwaukee"
999,WI,Saukville,WI_Dunn_UWM,2020,WI_Saukville_2020,WI_Saukville_1,1,2,78,17,July,2_Central,,43.386,-88.023,266,3,,0.218,-1.685,-0.66,-0.91,-0.845,-0.43,-2.699,-0.463,,25,29.2,18.5,1.5,4.43,1.48,Contributor Dunn UWM,USW00004841,SHEBOYGAN CO MEM AP,43.7694,-87.8506,0.713,0.059,0.654,0.366,0.426,0.001,1.111,0.003,,1.006,1.031,,,,,,,,,,,,,,,,,,,Peter Dunn,"Dept. of Biol. Sci., Univ. of Wisconsin-Milwaukee"
1000,WI,Saukville,WI_Dunn_UWM,2020,WI_Saukville_2020,WI_Saukville_2,2,2,-6,25,Apr,2_Central,,43.3904,-88.025,266,3,,-0.844,-2.875,-1.36,-2.875,,,,,,7.8,14.5,1.5,1.2,4.92,1.64,Contributor Dunn UWM,USW00004841,SHEBOYGAN CO MEM AP,43.7694,-87.8506,0.129,0.001,0.128,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Dunn,"Dept. of Biol. Sci., Univ. of Wisconsin-Milwaukee"
1001,WI,Saukville,WI_Dunn_UWM,2020,WI_Saukville_2020,WI_Saukville_2,2,2,-3,28,May,2_Central,,43.3904,-88.025,266,3,,-0.999,-2.875,,,,,,,,7.5,12.8,3.2,2.1,45.01,15,Contributor Dunn UWM,USW00004841,SHEBOYGAN CO MEM AP,43.7694,-87.8506,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Dunn,"Dept. of Biol. Sci., Univ. of Wisconsin-Milwaukee"
1002,WI,Saukville,WI_Dunn_UWM,2020,WI_Saukville_2020,WI_Saukville_2,2,2,4,4,May,2_Central,,43.3904,-88.025,266,3,,-0.74,-2.875,-1.123,,-2.079,,,,,6.6,11.1,1.8,1.7,0,0,Contributor Dunn UWM,USW00004841,SHEBOYGAN CO MEM AP,43.7694,-87.8506,0.224,0.001,0.223,,0.022,,,,,,,,,,,,,,,,,,,,,,,,,Peter Dunn,"Dept. of Biol. Sci., Univ. of Wisconsin-Milwaukee"
1003,WI,Saukville,WI_Dunn_UWM,2020,WI_Saukville_2020,WI_Saukville_2,2,2,7,7,May,2_Central,,43.3904,-88.025,266,3,,-0.809,-2.062,-1.347,-2.875,-2.363,,,,,5.6,11.2,-1.4,1.9,0,0,Contributor Dunn UWM,USW00004841,SHEBOYGAN CO MEM AP,43.7694,-87.8506,0.155,0.023,0.132,0.001,0.01,,,,,,,,,,,,,,,,,,,,,,,,,Peter Dunn,"Dept. of Biol. Sci., Univ. of Wisconsin-Milwaukee"
1004,WI,Saukville,WI_Dunn_UWM,2020,WI_Saukville_2020,WI_Saukville_2,2,2,10,10,May,2_Central,,43.3904,-88.025,266,3,,-0.811,-1.579,-1.518,,,,,,,4.8,9.9,0.9,1.6,0.7,0.23,Contributor Dunn UWM,USW00004841,SHEBOYGAN CO MEM AP,43.7694,-87.8506,0.164,0.076,0.088,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Dunn,"Dept. of Biol. Sci., Univ. of Wisconsin-Milwaukee"
1005,WI,Saukville,WI_Dunn_UWM,2020,WI_Saukville_2020,WI_Saukville_2,2,2,13,13,May,2_Central,,43.3904,-88.025,266,3,,-0.147,-1.239,-0.853,,,-0.384,,,,12.3,18.5,4.7,1.6,9.14,3.05,Contributor Dunn UWM,USW00004841,SHEBOYGAN CO MEM AP,43.7694,-87.8506,0.588,0.17,0.418,,,0.016,1.236,,,,,,,,,,,,,,,,,,,,,,,Peter Dunn,"Dept. of Biol. Sci., Univ. of Wisconsin-Milwaukee"
1006,WI,Saukville,WI_Dunn_UWM,2020,WI_Saukville_2020,WI_Saukville_2,2,2,16,16,May,2_Central,2. Ave lay date,43.3904,-88.025,266,3,,-0.808,-2.523,-1.287,-2.875,-2.477,,,-2.875,,10.1,12.6,7.9,2.2,109.32,36.44,Contributor Dunn UWM,USW00004841,SHEBOYGAN CO MEM AP,43.7694,-87.8506,0.158,0.006,0.152,0.001,0.007,,,,,,0.001,,,,,,,,,,,,,,,,,,,Peter Dunn,"Dept. of Biol. Sci., Univ. of Wisconsin-Milwaukee"
1007,WI,Saukville,WI_Dunn_UWM,2020,WI_Saukville_2020,WI_Saukville_2,2,2,19,19,May,2_Central,,43.3904,-88.025,266,3,,-0.453,-1.509,-1.334,-2.778,-0.983,-1.137,,,,12.6,17.1,9.1,1.7,5.34,2.67,Contributor Dunn UWM,USW00004841,SHEBOYGAN CO MEM AP,43.7694,-87.8506,0.226,0.09,0.136,0.002,0.309,0.004,0.216,,,,,,,,,,,,,,,,,,,,,,,Peter Dunn,"Dept. of Biol. Sci., Univ. of Wisconsin-Milwaukee"
1008,WI,Saukville,WI_Dunn_UWM,2020,WI_Saukville_2020,WI_Saukville_2,2,2,21,24,May,2_Central,,43.3904,-88.025,266,3,,-0.65,-2,-1.38,-2.015,-2.632,-1.234,,,,15.1,20.2,10.2,1.2,5.67,1.89,Contributor Dunn UWM,USW00004841,SHEBOYGAN CO MEM AP,43.7694,-87.8506,0.149,0.027,0.122,0.026,0.004,0.021,0.172,,,,,,,,,,,,,,,,,,,,,,,Peter Dunn,"Dept. of Biol. Sci., Univ. of Wisconsin-Milwaukee"
1009,WI,Saukville,WI_Dunn_UWM,2020,WI_Saukville_2020,WI_Saukville_2,2,2,24,24,May,2_Central,,43.3904,-88.025,266,3,,0.099,-1.699,-0.667,-1.129,-1.234,-0.169,,-1.301,,21.6,28.1,14.1,1.5,0,0,Contributor Dunn UWM,USW00004841,SHEBOYGAN CO MEM AP,43.7694,-87.8506,0.7,0.057,0.643,0.22,0.172,0.017,2.03,,,0.18,0.147,,,,,,,,,,,,,,,,,,,Peter Dunn,"Dept. of Biol. Sci., Univ. of Wisconsin-Milwaukee"
1010,WI,Saukville,WI_Dunn_UWM,2020,WI_Saukville_2020,WI_Saukville_2,2,2,27,27,May,2_Central,1. last frost date,43.3904,-88.025,266,3,,-0.181,-1.658,-0.572,-1.242,-1.745,-1.054,,-1.012,,19.8,23.6,16.1,1.3,0,0,Contributor Dunn UWM,USW00004841,SHEBOYGAN CO MEM AP,43.7694,-87.8506,0.864,0.063,0.801,0.169,0.051,0.043,0.262,,,,0.289,,,,,,,,,,,,,,,,,,,Peter Dunn,"Dept. of Biol. Sci., Univ. of Wisconsin-Milwaukee"
1012,WI,Saukville,WI_Dunn_UWM,2021,WI_Saukville_2021,WI_Saukville_1,1,1,-12,19,Apr,2_Central,,43.386,-88.023,266,3,,-0.905,-2.398,-1.671,-2.875,,,,,,1.8,5.5,-1.6,1.5,6.77,2.26,Contributor Dunn UWM,USW00004841,SHEBOYGAN CO MEM AP,43.7694,-87.8506,0.07,0.009,0.061,0.001,,0.002,,,,,,,,,,,,,,,,,,,,,,,,Peter Dunn,"Dept. of Biol. Sci., Univ. of Wisconsin-Milwaukee"
1013,WI,Saukville,WI_Dunn_UWM,2021,WI_Saukville_2021,WI_Saukville_1,1,1,-9,22,Apr,2_Central,,43.386,-88.023,266,3,,-0.504,-0.937,-1.394,-2.875,-1.737,-1.373,,,,8.2,14.6,2.4,1.4,1.1,0.37,Contributor Dunn UWM,USW00004841,SHEBOYGAN CO MEM AP,43.7694,-87.8506,0.462,0.344,0.118,0.001,0.052,0.001,0.124,,,,,,,,,,,,,,,,,,,,,,,Peter Dunn,"Dept. of Biol. Sci., Univ. of Wisconsin-Milwaukee"
1014,WI,Saukville,WI_Dunn_UWM,2021,WI_Saukville_2021,WI_Saukville_1,1,1,-6,25,Apr,2_Central,,43.386,-88.023,266,3,,-0.882,-1.986,-1.645,-2.875,,,,,,7.1,13.2,2.6,2,0.11,0.04,Contributor Dunn UWM,USW00004841,SHEBOYGAN CO MEM AP,43.7694,-87.8506,0.093,0.028,0.065,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Dunn,"Dept. of Biol. Sci., Univ. of Wisconsin-Milwaukee"
